번호,공시대상회사,보고서명,제출인,접수일자,비고,popup_href,report_href
53,코  JYP Ent.,사업보고서 (2006.06),JYP Ent.,2006.09.28,,00258689,20060725000138
54,기  플러스프로핏,사업보고서 (2006.06),플러스프로핏,2006.09.28,,00259606,20060725000138
55,유  세원정공,사업보고서 (2006.06),세원정공,2006.09.28,정연,00134316,20060725000138
56,코  대아티아이  IR,사업보고서 (2006.06),대아티아이,2006.09.28,정,00318316,20060725000138
57,유  모나용평,사업보고서 (2006.06),모나용평,2006.09.28,,00365989,20060725000138
58,유  신성통상,사업보고서 (2006.06),신성통상,2006.09.28,연,00136341,20060725000138
59,코  유니크,사업보고서 (2006.06),유니크,2006.09.28,,00147152,20060725000138
60,기  아시아퍼시픽12호선박투자회사,사업보고서 (2006.06),아시아퍼시픽12호선박투자회사,2006.09.28,연,00533836,20060725000138
61,기  아시아퍼시픽11호선박투자회사,사업보고서 (2006.06),아시아퍼시픽11호선박투자회사,2006.09.28,연,00533793,20060725000138
62,기  한국저축은행,사업보고서 (2006.06),한국저축은행,2006.09.28,연,00104704,20060725000138
63,기  교보메리츠퍼스트기업구조조정부동산투자회사,사업보고서 (2006.06),교보메리츠퍼스트기업구조조정부동산투자회사,2006.09.28,,00386876,20060725000138
64,기  두함지개발,사업보고서 (2006.06),두함지개발,2006.09.28,,00131328,20060725000138
65,기  대백저축은행,사업보고서 (2006.06),대백저축은행,2006.09.28,,00110060,20060725000138
66,유  체시스,사업보고서 (2006.06),체시스,2006.09.28,,00125576,20060725000138
67,유  만호제강,사업보고서 (2006.06),만호제강,2006.09.28,연,00120872,20060725000138
68,코  와이오엠,사업보고서 (2006.06),와이오엠,2006.09.27,연,00370200,20060725000138
69,코  푸드웰,사업보고서 (2006.06),푸드웰,2006.09.27,,00165103,20060725000138
70,기  한진피앤씨,사업보고서 (2006.06),한진피앤씨,2006.09.27,,00163619,20060725000138
71,기  조은저축은행,사업보고서 (2006.06),조은저축은행,2006.09.27,,00136095,20060725000138
72,기  서울상호저축은행,사업보고서 (2006.06),서울상호저축은행,2006.09.27,,00130815,20060725000138
73,코  세보엠이씨,[기재정정]사업보고서 (2005.12),세보엠이씨,2006.09.27,,00133876,20060725000138
74,기  부산저축은행,사업보고서 (2006.06),부산저축은행,2006.09.26,정연,00124054,20060725000138
75,기  인터피온반도체,사업보고서 (2006.06),인터피온반도체,2006.09.26,,00111591,20060725000138
76,유  비비안,사업보고서 (2006.06),비비안,2006.09.26,연,00107677,20060725000138
77,기  진흥저축은행,사업보고서 (2006.06),진흥저축은행,2006.09.25,연,00150855,20060725000138
78,기  맥쿼리센트럴오피스기업구조조정부동산투자회사,사업보고서 (2006.06),맥쿼리센트럴오피스기업구조조정부동산투자회사,2006.09.21,,00465410,20060725000138
79,기  휴리프,[기재정정]사업보고서 (2006.03),휴리프,2006.09.15,,00142698,20060725000138
80,코  에스아이리소스,[기재정정]사업보고서 (2005.12),에스아이리소스,2006.09.15,,00120906,20060725000138
81,코  희림,[기재정정]사업보고서 (2005.12),희림,2006.09.14,,00236863,20060725000138
82,코  에스엠,[기재정정]사업보고서 (2005.12),에스엠,2006.09.12,,00260930,20060725000138
83,코  에프에스티,[기재정정]사업보고서 (2005.12),에프에스티,2006.09.08,,00223434,20060725000138
84,기  국민신용정보,사업보고서 (2005.12),국민신용정보,2006.08.30,,00376541,20060725000138
85,기  아시아퍼시픽10호선박투자회사,사업보고서 (2006.05),아시아퍼시픽10호선박투자회사,2006.08.29,연,00533580,20060725000138
86,기  아시아퍼시픽13호선박투자회사,사업보고서 (2006.05),아시아퍼시픽13호선박투자회사,2006.08.29,연,00533757,20060725000138
87,기  한국투수개발,[첨부정정]사업보고서 (2005.12),한국투수개발,2006.08.28,,00326193,20060725000138
88,기  한국투수개발,사업보고서 (2005.12),한국투수개발,2006.08.24,정,00326193,20060725000138
89,코  에이티넘인베스트,[기재정정]사업보고서 (2005.12),에이티넘인베스트,2006.08.23,연,00161462,20060725000138
90,기  셀텍,[기재정정]사업보고서 (2005.12),셀텍,2006.08.17,,00162577,20060725000138
91,기  아이티켓,사업보고서 (2005.12),아이티켓,2006.08.16,,00260833,20060725000138
92,코  한국정보통신,[기재정정]사업보고서 (2005.12),한국정보통신,2006.08.14,연,00159342,20060725000138
93,코  한국정보통신,[기재정정]사업보고서 (2004.12),한국정보통신,2006.08.14,연,00159342,20060725000138
94,유  대유에이텍,[기재정정]사업보고서 (2005.12),대유에이텍,2006.08.10,,00149804,20060725000138
95,유  DB손해보험,[기재정정]사업보고서 (2006.03),DB손해보험,2006.07.28,연,00159102,20060725000138
96,기  리얼티코리아제1호기업구조조정부동산투자,사업보고서 (2006.04),리얼티코리아제1호기업구조조정부동산투자,2006.07.28,,00436728,20060725000138
97,기  코크렙제7호위탁관리부동산투자회사,사업보고서 (2006.04),코크렙제7호위탁관리부동산투자회사,2006.07.28,,00543523,20060725000138
98,기  아이엠증권,[기재정정]사업보고서 (2006.03),아이엠증권,2006.07.26,연,00148665,20060725000138
99,유  대유플러스,[기재정정]사업보고서 (2005.12),대유플러스,2006.07.25,,00126089,20060725000138
100,코  바른손,[기재정정]사업보고서 (2006.03),바른손,2006.07.25,,00122205,20060725000138
101,기  제일화재해상보험,[첨부정정]사업보고서 (2006.03),제일화재해상보험,2006.07.24,연,00148744,20060629000013
102,유  사조대림,[기재정정]사업보고서 (2006.03),사조대림,2006.07.21,,00109718,20060629000013
103,유  에스엘,[기재정정]사업보고서 (2006.03),에스엘,2006.07.21,연,00125521,20060629000013
104,코  동일스틸럭스,[기재정정]사업보고서 (2006.03),동일스틸럭스,2006.07.20,,00172945,20060629000013
105,코  동일스틸럭스,[기재정정]사업보고서 (2006.03),동일스틸럭스,2006.07.20,정,00172945,20060629000013
106,유  부광약품,[기재정정]사업보고서 (2006.03),부광약품,2006.07.20,,00123718,20060629000013
107,유  대동전자,[기재정정]사업보고서 (2006.03),대동전자,2006.07.20,연,00157104,20060629000013
108,코  플루토스,[첨부정정]사업보고서 (2006.03),플루토스,2006.07.20,,00110750,20060629000013
109,기  유일엔시스,[첨부정정]사업보고서 (2005.12),유일엔시스,2006.07.19,연,00264802,20060629000013
110,기  유일엔시스,[첨부정정]사업보고서 (2005.12),유일엔시스,2006.07.19,정연,00264802,20060629000013
111,기  유일엔시스,[기재정정]사업보고서 (2005.12),유일엔시스,2006.07.19,정연,00264802,20060629000013
112,코  3S,[기재정정]사업보고서 (2006.03),3S,2006.07.19,,00378363,20060629000013
113,유  상상인증권,[기재정정]사업보고서 (2006.03),상상인증권,2006.07.13,,00112059,20060629000013
114,코  에스씨디,[기재정정]사업보고서 (2006.03),에스씨디,2006.07.13,,00171867,20060629000013
115,유  KISCO홀딩스,[기재정정]사업보고서 (2005.12),KISCO홀딩스,2006.07.12,연,00159740,20060629000013
116,기  제일화재해상보험,[기재정정]사업보고서 (2006.03),제일화재해상보험,2006.07.11,정연,00148744,20060629000013
117,유  세아홀딩스,[첨부정정]사업보고서 (2005.12),세아홀딩스,2006.07.10,연,00377610,20060629000013
118,기  한국씨티은행,[기재정정]사업보고서 (2004.12),한국씨티은행,2006.07.07,연,00161444,20060629000013
119,기  한국씨티은행,[기재정정]사업보고서 (2005.12),한국씨티은행,2006.07.07,정연,00161444,20060629000013
120,유  동부건설,[첨부정정]사업보고서 (2005.12),동부건설,2006.07.06,연,00115612,20060629000013
121,기  케이비증권,[기재정정]사업보고서 (2006.03),케이비증권,2006.07.03,연,00164876,20060629000013
122,기  휴리프,[기재정정]사업보고서 (2006.03),휴리프,2006.07.03,정,00142698,20060629000013
123,기  롯데기공,[첨부정정]사업보고서 (2005.12),롯데기공,2006.07.03,,00120456,20060629000013
124,기  경향닷컴,[첨부정정]사업보고서 (2006.03),경향닷컴,2006.07.03,,00348584,20060629000013
125,기  경향닷컴,사업보고서 (2006.03),경향닷컴,2006.07.03,정,00348584,20060629000013
126,기  레이더스컴퍼니,[기재정정]사업보고서 (2006.03),레이더스컴퍼니,2006.07.03,,00330017,20060629000013
127,기  하나에프앤아이,사업보고서 (2006.03),하나에프앤아이,2006.06.30,,00170442,20060629000013
128,유  삼성중공업,[기재정정]사업보고서 (2005.12),삼성중공업,2006.06.30,연,00126478,20060629000013
129,코  플루토스,[기재정정]사업보고서 (2006.03),플루토스,2006.06.30,정,00110750,20060629000013
130,유  한화손해보험,[첨부정정]사업보고서 (2006.03),한화손해보험,2006.06.30,,00135917,20060629000013
131,유  미래에셋생명,사업보고서 (2006.03),미래에셋생명,2006.06.30,,00112332,20060629000013
132,기  레이더스컴퍼니,사업보고서 (2006.03),레이더스컴퍼니,2006.06.30,정,00330017,20060629000013
133,유  한화손해보험,사업보고서 (2006.03),한화손해보험,2006.06.29,정,00135917,20060629000013
134,기  스타리스,사업보고서 (2006.03),스타리스,2006.06.29,,00162878,20060629000013
135,유  유안타증권,사업보고서 (2006.03),유안타증권,2006.06.29,연,00117601,20060629000013
136,유  한화투자증권,사업보고서 (2006.03),한화투자증권,2006.06.29,연,00148610,20060629000013
137,코  비츠로시스,사업보고서 (2006.03),비츠로시스,2006.06.29,,00201432,20060629000013
138,기  케이비캐피탈,[기재정정]사업보고서 (2006.03),케이비캐피탈,2006.06.29,,00161408,20060629000013
139,기  교보생명보험,사업보고서 (2006.03),교보생명보험,2006.06.29,연,00112882,20060629000013
140,기  미래에셋증권,[기재정정]사업보고서 (2006.03),미래에셋증권,2006.06.29,연,00311030,20060629000013
141,유  유나이티드,사업보고서 (2006.03),유나이티드,2006.06.29,,00158963,20060629000013
142,유  흥국화재,사업보고서 (2006.03),흥국화재,2006.06.29,,00103176,20060629000013
143,유  유유제약,사업보고서 (2006.03),유유제약,2006.06.29,,00144818,20060629000013
144,기  부산방직공업,사업보고서 (2006.03),부산방직공업,2006.06.29,,00124018,20060629000013
145,유  교보증권,사업보고서 (2006.03),교보증권,2006.06.29,연,00113359,20060629000013
146,유  콜마홀딩스,사업보고서 (2006.03),콜마홀딩스,2006.06.29,연,00203290,20060629000013
147,기  케이알,사업보고서 (2006.03),케이알,2006.06.29,연,00242439,20060629000013
148,유  오리엔트바이오,사업보고서 (2006.03),오리엔트바이오,2006.06.29,연,00141626,20060629000013
149,유  동양생명,사업보고서 (2006.03),동양생명,2006.06.29,연,00117267,20060629000013
150,유  삼성화재해상보험,사업보고서 (2006.03),삼성화재해상보험,2006.06.29,연,00139214,20060629000013
151,기  휴리프,사업보고서 (2006.03),휴리프,2006.06.29,정,00142698,20060629000013
152,유  삼성증권,사업보고서 (2006.03),삼성증권,2006.06.29,연,00104856,20060629000013
153,기  덴소코리아,사업보고서 (2006.03),덴소코리아,2006.06.29,,00334244,20060629000013
154,유  대동전자,사업보고서 (2006.03),대동전자,2006.06.29,정연,00157104,20060629000013
155,유  삼성생명,사업보고서 (2006.03),삼성생명,2006.06.29,연,00126256,20060629000013
156,유  부국증권,사업보고서 (2006.03),부국증권,2006.06.29,연,00123772,20060629000013
157,유  상상인증권,사업보고서 (2006.03),상상인증권,2006.06.29,정,00112059,20060629000013
158,기  메리츠증권,사업보고서 (2006.03),메리츠증권,2006.06.29,연,00163682,20060629000013
159,유  대웅제약,사업보고서 (2006.03),대웅제약,2006.06.29,,00427483,20060629000013
160,유  대웅,사업보고서 (2006.03),대웅,2006.06.29,연,00111810,20060629000013
161,유  사조오양,사업보고서 (2006.03),사조오양,2006.06.29,,00141875,20060629000013
162,코  메이슨캐피탈,사업보고서 (2006.03),메이슨캐피탈,2006.06.29,,00136101,20060629000013
163,기  화인파트너스,사업보고서 (2006.03),화인파트너스,2006.06.29,연,00104421,20060629000013
164,기  아이엠증권,사업보고서 (2006.03),아이엠증권,2006.06.29,정연,00148665,20060629000013
165,유  유진증권,사업보고서 (2006.03),유진증권,2006.06.29,연,00131054,20060629000013
166,유  대신증권,사업보고서 (2006.03),대신증권,2006.06.29,연,00110893,20060629000013
167,유  미래에셋증권  IR,사업보고서 (2006.03),미래에셋증권,2006.06.29,연,00111722,20060629000013
168,유  동원금속,사업보고서 (2006.03),동원금속,2006.06.29,연,00118008,20060629000013
169,유  에스엘,사업보고서 (2006.03),에스엘,2006.06.29,정연,00125521,20060629000013
170,기  화인자산관리,사업보고서 (2006.03),화인자산관리,2006.06.29,연,00156521,20060629000013
171,기  NH농협증권,사업보고서 (2006.03),NH농협증권,2006.06.29,,00116860,20060629000013
172,기  아이엠투자증권,사업보고서 (2006.03),아이엠투자증권,2006.06.29,,00149327,20060629000013
173,유  한국주철관공업,사업보고서 (2006.03),한국주철관공업,2006.06.29,,00159573,20060629000013
174,기  메리츠화재해상보험,사업보고서 (2006.03),메리츠화재해상보험,2006.06.29,,00117744,20060629000013
175,기  케이비증권,사업보고서 (2006.03),케이비증권,2006.06.29,정연,00164876,20060629000013
176,기  케이비캐피탈,사업보고서 (2006.03),케이비캐피탈,2006.06.29,정,00161408,20060629000013
177,기  제일화재해상보험,사업보고서 (2006.03),제일화재해상보험,2006.06.29,정연,00148744,20060629000013
178,기  우리종합금융,사업보고서 (2006.03),우리종합금융,2006.06.29,,00104102,20060629000013
179,기  신한투자증권,사업보고서 (2006.03),신한투자증권,2006.06.29,연,00138321,20060629000013
180,유  현대차증권,사업보고서 (2006.03),현대차증권,2006.06.29,,00137997,20060629000013
181,기  산은캐피탈,사업보고서 (2006.03),산은캐피탈,2006.06.29,연,00260356,20060629000013
182,기  유레스메리츠제1호,사업보고서 (2006.03),유레스메리츠제1호,2006.06.29,,00458915,20060629000013
183,기  그린손해보험,사업보고서 (2006.03),그린손해보험,2006.06.29,,00104971,20060629000013
184,기  한국투자증권,사업보고서 (2006.03),한국투자증권,2006.06.29,연,00160144,20060629000013
185,유  유화증권,사업보고서 (2006.03),유화증권,2006.06.29,정,00145190,20060629000013
186,기  미래에셋증권,사업보고서 (2006.03),미래에셋증권,2006.06.29,정연,00311030,20060629000013
187,기  하나IB증권,사업보고서 (2006.03),하나IB증권,2006.06.29,,00115038,20060629000013
188,유  DB손해보험,사업보고서 (2006.03),DB손해보험,2006.06.29,정연,00159102,20060629000013
189,기  KB손해보험,사업보고서 (2006.03),KB손해보험,2006.06.29,연,00120216,20060629000013
190,유  대한제강,사업보고서 (2006.03),대한제강,2006.06.29,,00113225,20060629000013
191,코  한국캐피탈,사업보고서 (2006.03),한국캐피탈,2006.06.29,,00149594,20060629000013
192,기  케이디지엠텍,사업보고서 (2006.03),케이디지엠텍,2006.06.29,,00183215,20060629000013
193,유  대구백화점,사업보고서 (2006.03),대구백화점,2006.06.29,연,00108977,20060629000013
194,코  화성밸브,사업보고서 (2006.03),화성밸브,2006.06.29,,00217743,20060629000013
195,유  한양증권,사업보고서 (2006.03),한양증권,2006.06.29,,00162416,20060629000013
196,유  현대해상,사업보고서 (2006.03),현대해상,2006.06.29,연,00164973,20060629000013
197,유  롯데손해보험,사업보고서 (2006.03),롯데손해보험,2006.06.29,,00113562,20060629000013
198,코  대신정보통신,사업보고서 (2006.03),대신정보통신,2006.06.29,,00110875,20060629000013
199,유  부광약품,사업보고서 (2006.03),부광약품,2006.06.29,정,00123718,20060629000013
200,유  키움증권,사업보고서 (2006.03),키움증권,2006.06.29,연,00296290,20060629000013
201,유  DB금융투자,사업보고서 (2006.03),DB금융투자,2006.06.29,연,00115694,20060512001874
202,유  코리안리,사업보고서 (2006.03),코리안리,2006.06.29,,00113191,20060512001874
203,코  에스씨디,사업보고서 (2006.03),에스씨디,2006.06.28,정,00171867,20060512001874
204,기  케이디비생명보험,사업보고서 (2006.03),케이디비생명보험,2006.06.28,,00104069,20060512001874
205,유  신영증권,사업보고서 (2006.03),신영증권,2006.06.28,연,00136721,20060512001874
206,기  메리츠종합금융,사업보고서 (2006.03),메리츠종합금융,2006.06.28,,00161639,20060512001874
207,코  플루토스,사업보고서 (2006.03),플루토스,2006.06.28,정,00110750,20060512001874
208,유  일양약품,사업보고서 (2006.03),일양약품,2006.06.28,,00146454,20060512001874
209,유  사조대림,사업보고서 (2006.03),사조대림,2006.06.28,정,00109718,20060512001874
210,유  동화약품,사업보고서 (2006.03),동화약품,2006.06.28,,00119195,20060512001874
211,유  일동홀딩스,사업보고서 (2006.03),일동홀딩스,2006.06.28,연,00146083,20060512001874
212,기  국제엘렉트릭코리아,사업보고서 (2006.03),국제엘렉트릭코리아,2006.06.28,,00218052,20060512001874
213,유  SK증권,사업보고서 (2006.03),SK증권,2006.06.28,,00131850,20060512001874
214,코  동일스틸럭스,사업보고서 (2006.03),동일스틸럭스,2006.06.28,정,00172945,20060512001874
215,기  대웅바이오,사업보고서 (2006.03),대웅바이오,2006.06.28,연,00111829,20060512001874
216,코  3S,사업보고서 (2006.03),3S,2006.06.27,정,00378363,20060512001874
217,코  바른손,사업보고서 (2006.03),바른손,2006.06.27,정,00122205,20060512001874
218,유  이화산업,사업보고서 (2006.03),이화산업,2006.06.27,,00145686,20060512001874
219,유  국제약품,사업보고서 (2006.03),국제약품,2006.06.26,,00104722,20060512001874
220,유  한국금융지주,사업보고서 (2006.03),한국금융지주,2006.06.16,연,00432102,20060512001874
221,기  케이알라인,사업보고서 (2005.12),케이알라인,2006.06.08,,00318778,20060512001874
222,유  NH투자증권,사업보고서 (2006.03),NH투자증권,2006.06.07,연,00120182,20060512001874
223,기  케이에스리소스,[기재정정]사업보고서 (2005.12),케이에스리소스,2006.06.01,,00385451,20060512001874
224,기  코크렙제3호CR리츠,사업보고서 (2006.02),코크렙제3호CR리츠,2006.05.29,,00459589,20060512001874
225,기  아시아퍼시픽9호선박투자회사,사업보고서 (2006.02),아시아퍼시픽9호선박투자회사,2006.05.29,연,00510914,20060512001874
226,기  현대아산,[기재정정]사업보고서 (2005.12),현대아산,2006.05.18,,00255257,20060512001874
227,기  케이티프리텔,[첨부정정]사업보고서 (2005.12),케이티프리텔,2006.05.17,연,00244871,20060512001874
228,코  현대에버다임,[첨부정정]사업보고서 (2005.12),현대에버다임,2006.05.16,,00228536,20060512001874
229,기  선진지주,[기재정정]사업보고서 (2005.12),선진지주,2006.05.16,,00132114,20060512001874
230,기  유니온스틸,[첨부정정]사업보고서 (2005.12),유니온스틸,2006.05.15,연,00140380,20060512001874
231,코  서울전자통신,[기재정정]사업보고서 (2005.12),서울전자통신,2006.05.15,연,00130587,20060512001874
232,유  HLB글로벌,[기재정정]사업보고서 (2005.12),HLB글로벌,2006.05.15,,00169048,20060512001874
233,기  지케이파워,[기재정정]사업보고서 (2005.12),지케이파워,2006.05.15,연,00349787,20060512001874
234,유  STX,[기재정정]사업보고서 (2005.12),STX,2006.05.15,연,00138297,20060512001874
235,기  인젠,[기재정정]사업보고서 (2005.12),인젠,2006.05.15,,00352295,20060512001874
236,유  금호타이어,[기재정정]사업보고서 (2005.12),금호타이어,2006.05.15,연,00481454,20060512001874
237,유  노루홀딩스,[기재정정]사업보고서 (2005.12),노루홀딩스,2006.05.15,연,00113508,20060512001874
238,기  프리젠,[기재정정]사업보고서 (2005.12),프리젠,2006.05.15,,00353230,20060512001874
239,유  기아,[첨부정정]사업보고서 (2005.12),기아,2006.05.15,연,00106641,20060512001874
240,기  이레전자산업,[기재정정]사업보고서 (2005.12),이레전자산업,2006.05.15,연,00303837,20060512001874
241,유  삼화전자공업,[기재정정]사업보고서 (2005.12),삼화전자공업,2006.05.15,연,00129280,20060512001874
242,코  피노,[기재정정]사업보고서 (2005.12),피노,2006.05.15,,00276083,20060512001874
243,유  한국전자홀딩스,[첨부정정]사업보고서 (2005.12),한국전자홀딩스,2006.05.15,연,00159254,20060512001874
244,코  피노,[기재정정]사업보고서 (2005.12),피노,2006.05.15,정,00276083,20060512001874
245,코  부방,[기재정정]사업보고서 (2005.12),부방,2006.05.15,,00243067,20060512001874
246,유  광동제약,[기재정정]사업보고서 (2005.12),광동제약,2006.05.15,,00103592,20060512001874
247,코  플래스크,[기재정정]사업보고서 (2005.12),플래스크,2006.05.15,,00297448,20060512001874
248,코  라온시큐어,[기재정정]사업보고서 (2005.12),라온시큐어,2006.05.15,정,00255433,20060512001874
249,기  유성티에스아이,[기재정정]사업보고서 (2005.12),유성티에스아이,2006.05.15,,00144562,20060512001874
250,기  세신,[기재정정]사업보고서 (2005.12),세신,2006.05.15,,00133928,20060512001874
251,코  알에프텍,[기재정정]사업보고서 (2005.12),알에프텍,2006.05.15,연,00309831,20060512001874
252,코  유니셈,[기재정정]사업보고서 (2005.12),유니셈,2006.05.15,,00260569,20060512001874
253,코  삼영이엔씨,[기재정정]사업보고서 (2005.12),삼영이엔씨,2006.05.15,,00288343,20060512001874
254,코  다날,[기재정정]사업보고서 (2005.12),다날,2006.05.15,,00389970,20060512001874
255,코  웰크론  IR,[기재정정]사업보고서 (2005.12),웰크론,2006.05.15,,00362159,20060512001874
256,코  인바디,[기재정정]사업보고서 (2005.12),인바디,2006.05.15,,00269922,20060512001874
257,유  대한방직,[첨부정정]사업보고서 (2005.12),대한방직,2006.05.15,연,00112970,20060512001874
258,코  오션인더블유,[기재정정]사업보고서 (2005.12),오션인더블유,2006.05.15,,00349811,20060512001874
259,기  포네이처,[기재정정]사업보고서 (2005.12),포네이처,2006.05.15,,00263885,20060512001874
260,유  삼영전자공업,[기재정정]사업보고서 (2005.12),삼영전자공업,2006.05.15,연,00127200,20060512001874
261,코  성호전자,[기재정정]사업보고서 (2005.12),성호전자,2006.05.15,연,00317210,20060512001874
262,유  HDC,[첨부정정]사업보고서 (2005.12),HDC,2006.05.15,연,00164636,20060512001874
263,기  더스텔라,[기재정정]사업보고서 (2005.12),더스텔라,2006.05.15,,00307037,20060512001874
264,코  희림,[기재정정]사업보고서 (2005.12),희림,2006.05.15,정,00236863,20060512001874
265,코  인성정보,[기재정정]사업보고서 (2005.12),인성정보,2006.05.12,연,00229021,20060512001874
266,기  글로웍스,[기재정정]사업보고서 (2005.12),글로웍스,2006.05.12,,00251190,20060512001874
267,유  크라운해태홀딩스,[기재정정]사업보고서 (2005.12),크라운해태홀딩스,2006.05.12,연,00153126,20060512001874
268,기  삼환기업,[기재정정]사업보고서 (2005.12),삼환기업,2006.05.12,연,00129411,20060512001874
269,기  세계투어,[기재정정]사업보고서 (2005.12),세계투어,2006.05.12,,00258944,20060512001874
270,기  시큐어소프트,[기재정정]사업보고서 (2005.12),시큐어소프트,2006.05.12,,00300256,20060512001874
